Sr no,HEAD,HEAD_NAME,min_name_new
1379,25128,"Small Industries Development Bank of India (SIDBI), Lucknow","Micro, Small & Medium Enterprises"
1380,25129,"National Small Industrial Corporation Ltd., Hyderabad","Micro, Small & Medium Enterprises"
1381,25130,"Process Cum Product Development Centre, Meerut","Micro, Small & Medium Enterprises"
1382,25131,"Coir Board,Kochi","Micro, Small & Medium Enterprises"
1383,25132,"NSIC, Chennai","Micro, Small & Medium Enterprises"
1384,25133,"Khadi & Village Industries Commission, New Delhi","Micro, Small & Medium Enterprises"
1385,25134,MAHATMA GANDHI INSTITUTE FOR RURAL INDUSTRIALIZATION,"Micro, Small & Medium Enterprises"
1386,26101,Ministry of Mines,Mines
1387,26102,MECL Nagpur,Mines
1388,26103,National Institute of Rock Mechanics,Mines
1389,26104,"Geological Survey of India, Delhi",Mines
1390,26105,"Geological Survey of India, Kolkata",Mines
1391,26106,"Geological Survey of India,Bangalore",Mines
1392,26107,"Indian Bureau of Mines, Nagpur",Mines
1393,26108,"Indian Bureau of Mines, Ajmer",Mines
1394,26109,"Indian Bureau of Mines, Goa",Mines
1395,26110,36th International Geological Congress,Mines
1396,26111,National Aluminum Company Ltd.(NALCO),Mines
1397,27101,Ministry of Minority Affairs,Minority Affairs
1398,27102,"National Commission for Minorities, New Delhi",Minority Affairs
1399,27103,national Waqf Development Corporation Ltd.,Minority Affairs
1400,27104,National Minorities Development & Finance Corporation,Minority Affairs
1401,27105,Central Waqf Council,Minority Affairs
1402,27106,H.Q. Office of the Commissioner for Linguistic Minorities,Minority Affairs
1403,27107,Maulana Azad Education Foundation,Minority Affairs
1404,28101,Ministry of New & Renewable Energy,New & Renewable Energy
1405,28102,National Institute of Solar Energy (NISE),New & Renewable Energy
1406,28103,Indian Renewable Energy Development Agency Linited(IREDA),New & Renewable Energy
1407,29101,Ministry of Overseas Indian Affairs,Overseas Indian Affairs
1408,30101,Ministry of Panchayati Raj,Panchayati Raj
1409,31101,Ministry of Parliamentary Affairs,Parliamentary Affairs
1410,31102,Lok Sabha Sectt.(P),Parliamentary Affairs
1411,31103,Rajya Sabha Secretariat,Parliamentary Affairs
1412,31201,Lok Sabha Sectt. (NP),Parliamentary Affairs
1413,31202,Rajya Sabha Sectt. (NP),Parliamentary Affairs
1414,32101,Deptt. of Administrative Reforms & Public Grievances,Personnel Public Grievance & Pensions
1415,32102,"Central Administrative Tribunal, New Delhi",Personnel Public Grievance & Pensions
1416,32201,Deptt. of Personnel & Training,Personnel Public Grievance & Pensions
1417,32202,LBS NAA Mussoorie,Personnel Public Grievance & Pensions
1418,32203,Staff Selection Commission,Personnel Public Grievance & Pensions
1419,32204,Staff Selection Commission (NP),Personnel Public Grievance & Pensions
1420,32205,C.B.I.,Personnel Public Grievance & Pensions
1421,32206,"Indian Institute of Public Administration, New Delhi",Personnel Public Grievance & Pensions
1422,32207,Institute of Secretariat Training and Management (ISTM),Personnel Public Grievance & Pensions
1423,32301,Department of Pensions,Personnel Public Grievance & Pensions
1424,33101,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas
1425,33102,"DG Hydro Carbons, Delhi.",Petroleum & Natural Gas
1426,33103,OIL India Limited,Petroleum & Natural Gas
1427,33104,PCRA,Petroleum & Natural Gas
1428,33105,"Indian Instt. of Petroleum, Dehradun",Petroleum & Natural Gas
1429,33106,"Rajiv Gandhi Institute of Pertroleum Technology, NOIDA",Petroleum & Natural Gas
1430,33107,Oil and Natural Gas Corporation Ltd.,Petroleum & Natural Gas
1431,33108,Bharat Petroleum Corporation Limited,Petroleum & Natural Gas
1432,33109,"Indian Oil Corporation Limited,MP State Office",Petroleum & Natural Gas
1433,33110,Corporate Communication Dept. Assam Asset Nazira,Petroleum & Natural Gas
1434,33111,Hindustan Petroleum Corporation Limited,Petroleum & Natural Gas
1435,33112,"Petroleum and Natural Gas Regulatory Board, New Delhi",Petroleum & Natural Gas
1436,33113,Oil Industry Development Board(OIDB),Petroleum & Natural Gas
1437,33114,Indian Strategic Petroleum Reseves Ltd.(ISPRL),Petroleum & Natural Gas
1438,33115,Hydrocarbon Sector Skill Council(HSSC),Petroleum & Natural Gas
1439,33116,OIL AND GAS PSUs,Petroleum & Natural Gas
1440,33117,Petroleum Planning and Analysis Cell (PPAC),Petroleum & Natural Gas
1441,33118,Gail India Ltd.,Petroleum & Natural Gas
1442,33119,Oil Industry Safety Directorate (OISD),Petroleum & Natural Gas
1443,34101,Ministry of Power,Power
1444,34102,Central Electricity Authority,Power
1445,34103,Rural Electrification Corporation,Power
1446,34104,"Central Power Research Instt., Bangalore",Power
1447,34105,Central Electricity Regulatory Commission,Power
1448,34106,Bureau of Energy Efficiency,Power
1449,34107,National Power Trg. Instt. Faridabad,Power
1450,34108,National Power Trg. Instt. Badarpur,Power
1451,34109,National Power Trading Corporation,Power
1452,34110,"Baitwa River Board, Lalitpur",Power
1453,34111,"BBMB, O&M Divn. Panipat",Power
1454,34112,"BBMB (PW), Chandigarh",Power
1455,34113,"BBMB (P&D PP Divn), Chandigardh",Power
1456,34114,"BBMB (Irrigation Wing), Talwara",Power
1457,34115,BBMB (IW) Nangal,Power
1458,34116,BBMB (PW) Nangal,Power
1459,34117,"BBMB (O&M), Jamalpur Ludhiana",Power
1460,34118,"BBMB (IW), Sundernagar (HP)",Power
1461,34119,"BBMB (PW), Slapper",Power
1462,34120,"Bhakra Beas Management Board, Secretriat, Chandigarh",Power
1463,34121,"Tehri Hydro Development Corporation Ltd., Rishikesh",Power
1464,34122,"Appellate Tribunal For Electricity, Delhi",Power
1465,34123,Northern Regional Power Committee,Power
1466,34124,"Joint Electricity Regulatory Commission,Goa And UTs",Power
1467,34125,North Eastern Power Committee (NERPC),Power
1468,34126,NTPC Limited,Power
1469,34127,National High Power Test Laboratory Pvt Ltd,Power
1470,34128,NHPC Limited,Power
1471,34129,Energy Efficiency Services Ltd,Power
1472,34130,National Power Trg. Instt. Shivpuri,Power
1473,34131,Powergrid corporation of India Ltd,Power
1474,34132,"Hydro Power Training Centre,Nangal",Power
1475,35101,Deptt. of Rural Development,Rural Development
1476,35102,"National Instt. of Rural Development, Hyderabad",Rural Development
1477,35103,CAPART,Rural Development
1478,35104,National Rural Roads,Rural Development
1479,35201,Deptt. of Land Resources,Rural Development
1480,35202,National Rural Livelihoods promotion Society,Rural Development
1481,35301,Deptt. of Drinking Water Supply,Drinking Water Supply
1482,36101,Deptt. of Science & Technology,Science & Technology
1483,36102,"Surveyor General of India, Dehradun",Science & Technology
1484,36103,Vigyan Prasar,Science & Technology
1485,36104,"Birbal Sahani Intt. of Paleobotany, Lucknow",Science & Technology
1486,36105,Indian National Science Academy,Science & Technology
1487,36106,Technology Development Board,Science & Technology
1488,36107,National Brain Centre,Science & Technology
1489,36108,"Institute of Himalayan Bio-resources Technology, Palampur (HP)",Science & Technology
1490,36109,"Central Drug Research Institute, Lucknow",Science & Technology
1491,36110,"National Geo Physical Instt., Pune",Science & Technology
1492,36111,Arya Bhatta Research Intt. of Observational Sciences,Science & Technology
1493,36112,Institute of Life Science,Science & Technology
1494,36113,Institute of Cytology and Preventive Oncology,Science & Technology
1495,36114,TIFAC,Science & Technology
1496,36115,National Accreditation Board for Testing & Calliberation Laboratories,Science & Technology
1497,36116,National Instt. of Immunology,Science & Technology
1498,36117,"Institute of Advanced Study In Science And Technology,Guwahati",Science & Technology
1499,36118,National Innovation Foundation,Science & Technology
1500,36119,Bose Institute(Central Autonomous S and T Institutes),Science & Technology
1501,36120,International Advanced Research Centre for Powder Metallurgy and New Materials(ARCI),Science & Technology
1502,36121,North East Centre for Technology Application and Reach (NECTAR),Science & Technology
1503,36122,"Wadia Institute of Himalayan Geology,Dehradun",Science & Technology
1504,36123,Indo French Centre for the Promotion of Advanced Research(IFCPAR),Science & Technology
1505,36124,National Atlas and Thematic Mapping Organisation,Science & Technology
1506,36125,NIFientreC,Science & Technology
1507,36126,"CSIR-NATIONAL INSTITUTE OF SCIENCE, TECHNOLOGY AND DEVELOPMENT STUDIES(NISTADS)",Science & Technology
1508,36201,Deptt. of Scientific & Industrial Research,Science & Technology
1509,36202,Council of Scientific & Industrial Research,Science & Technology
1510,36203,"Central Mechanical Engg. Research Instt., Durgapur",Science & Technology
1511,36204,"CENTRAL ELECTRONICS LIMITED, SAHIBABAD",Science & Technology
1512,36205,"Central Building Research Institute, Roorkee",Science & Technology
1513,36206,"National Research Development Corporation,New Delhi",Science & Technology
1514,36207,Science And Engineering Research Borad (SERB),Science & Technology
1515,36208,"CSIR-HRDC,Ghaziabad",Science & Technology
1516,36209,CSIR-National Physical Laboratory,Science & Technology
1517,36210,CSIR-NISCAIR,Science & Technology
1518,36211,CSIR-Central Road Research Institute(CRRI),Science & Technology
1519,36301,Deptt. of Biotechnology,Science & Technology
1520,36302,Biotechnology Industry Research Assistance Council (BIRAC),Science & Technology
1521,36303," Bharat Immunobilogicals & Biological (BIBCOL),Bulandshahar",Science & Technology
1522,36401,"Deptt. of Ocean Deveopment, Chennai",Science & Technology
1523,37101,Department of Road Transport & Highways,Road Transport & Highways
1524,37102,Border Road Organisation,Road Transport & Highways
1525,37103,"NHAI, Delhi",Road Transport & Highways
1526,37104,"NHAI, Gurgoan",Road Transport & Highways
1527,37105,"NHAI, Trivendrum",Road Transport & Highways
1528,37106,"NHAI, Coimbtore",Road Transport & Highways
1529,37107,National Highways Authority of India,Road Transport & Highways
1530,37108,"Indian Road Construction Corporation Ltd., New Delhi",Road Transport & Highways
1531,37109,"Road Transport And Highways, Regional Office-Guwahati",Road Transport & Highways
1532,37110,"Road Transport And Highways, Regional Office-Mumbai",Road Transport & Highways
1533,37111,Association of State Road Transport Undertaking(ASRTU),Road Transport & Highways
1534,37112,National Highway and Infrastructure Development Corporation Ltd (NHIDCL),Road Transport & Highways
1535,37201,Deptt. of Shipping,Shipping
1536,37202,Chennai Port Trust,Shipping
1537,37203,Indian Ports Association,Shipping
1538,37204,Cochin Shipyard,Shipping
1539,37205,DG Light Houses,Shipping
1540,37206,"DG of Shipping, Mumbai",Shipping
1541,37207,Andman Harbour Works,Shipping
1542,37208,"Indian Maritime University,Chennai",Shipping
1543,37209,Tariff Authority For Major Ports - Mumbai,Shipping
1544,37210,Dredging Corporation of India Ltd,Shipping
1545,37211,"Inland Waterways Authority of India (IWAI),Noida ",Shipping
1546,37212,"Directorate of Lighthouses and Lightships, Kolkata",Shipping
1547,37213,Indian Port Rail Corp Ltd.(IPRCL),Shipping
1548,37214,V.O.Chidambaranar Port Trust (VOCPT),Shipping
1549,37215,"Kamarajar Port Ltd,Chennai",Shipping
1550,37216,Sagarmala Development Company Limited,Shipping
1551,37217,"Indian Maritime University,Kolkata",Shipping
1552,37218,"Indian Maritime University,Visakhapatnam",Shipping
1553,38101,Ministry of Social Justice,Social Justice & Empowerment
1554,38102,"National Institute for Visually Handicapped, Dehradun",Social Justice & Empowerment
1555,38103,"Institute for physically handicapped, Delhi",Social Justice & Empowerment
1556,38104,"Artificial Limb Manufacturing, Delhi",Social Justice & Empowerment
1557,38105,"National Institute for Mentally Handicapped, Secundrabad",Social Justice & Empowerment
1558,38106,"NIMH Regional Trg Centre, Delhi",Social Justice & Empowerment
1559,38107,Ali Yavar Jung Instt. Mumbai,Social Justice & Empowerment
1560,38108,"National Handicapped Finance Corpn.,Faridabad",Social Justice & Empowerment
1561,38109,"Distt. Rehabilitation Centre, Delhi.",Social Justice & Empowerment
1562,38110,"National Instt. for Social Defence, Delhi",Social Justice & Empowerment
1563,38111,"Comp. Regional Centre, Guwahati",Social Justice & Empowerment
1564,38112,"Ambedkar Foundation, Delhi",Social Justice & Empowerment
1565,38113,"National Intt. for Orthopaedically Handicapped, Kolkata",Social Justice & Empowerment
1566,38114,"National Commission for Scheduled Castes, Loknayak Bhawan, New Delhi",Social Justice & Empowerment
1567,38115,Rehabilitation Council Of India,Social Justice & Empowerment
1568,38116,National Scheduled Castes Finance And Development Corporation,Social Justice & Empowerment
1569,38117,Department Of Empowerment of Persons and Disability,Social Justice & Empowerment
1570,38118,National Instt. of Empowerment of Persons with Multiple Disabilities(NIEPMD),Social Justice & Empowerment
1571,38119,Indian Sign Language Research & Training Centre(ISLRTC),Social Justice & Empowerment
1572,38120,National Commission for Safai Karamcharis,Social Justice & Empowerment
1573,38121,Dr. Ambedkar International Centre (DAIC),Social Justice & Empowerment
1574,38122,"National Institute of Mental Health Rehabilitation (NIMHR),Sehore",Social Justice & Empowerment
1575,38123,National Safai Karamcharis Finance and Development Corporation (NSKFDC),Social Justice & Empowerment
1576,39101,Ministry of Statistics & Programme Implementation,Statistics & Programme Implementation
1577,39102,National Sample Survey Organisation,Statistics & Programme Implementation
1578,39103,"Indian Statistical Institute, Kolkata",Statistics & Programme Implementation
1579,39104,"National Sample Survey Organisation,Jaipur",Statistics & Programme Implementation
1580,39105,"National Sample Survey Organisation,Ranchi",Statistics & Programme Implementation
1581,39106,"National Sample Survey Office(FOD),Bangalore",Statistics & Programme Implementation
1582,39107,National Statistical Systems Training Academy,Statistics & Programme Implementation
1583,39108,"Indian Statistical Institute,North-East Centre,Tezpur",Statistics & Programme Implementation
1584,40101,Ministry of Steel,Steel
1585,40102,National Instt. of Steel Technology,Steel
1586,40103,Project Management Cell,Steel
1587,40104,Hindustan Steelworks Construction Limited,Steel
1588,40105,Steel Authority of India Ltd.(SAIL),Steel
1589,40106,MSTC Ltd.,Steel
1590,41101,Ministry of Textiles,Textiles
1591,41102,"Development Commissioner Handloom, Delhi",Textiles
1592,41103,"Development Commissioner Handicrafts, Delhi",Textiles
1593,41104,Textile Committee,Textiles
1594,41105,National Handicraft & Handloom Museum,Textiles
1595,41106,Council for Handicraft Development,Textiles
1596,41107,"National Instt. of Fashion Technology, Delhi",Textiles
1597,41108,"Apparel Training & Design Centre, Delhi",Textiles
1598,41109,"Central Silk Board, Bangalore",Textiles
1599,41110,"Silk Mark Organisation, Bangalore",Textiles
1600,41111,Central Silk Technological Research Instt. Bangalore,Textiles
1601,41112,"Export Promotion Council for Handicrafts, New Delhi",Textiles
1602,41113,"Central Cottage Industries Corporation of India, New Delhi",Textiles
1603,41114,"The Cotton Corporation of India Ltd, New Delhi",Textiles
1604,41115,"Muga Silkworm Seed Organisation, Central Silk Board, Guwahati",Textiles
1605,41116,"Textile Commissioner, Banglore",Textiles
1606,41117,"Office Of The Jute Commissioner,Kolkata",Textiles
1607,41118,"Regional Office Of The Textile Commissioner, Navi Mumbai",Textiles
1608,41119,"The Synthetic and Rayon Textiles Export Promotion Council, Mumbai",Textiles
1609,41120,"National Jute Manufacrures Corp Ltd.,Kolkata",Textiles
1610,41121,"The Cotton Corporation of India Ltd,Kolkata",Textiles
1611,41122,The Jute Corporation of India Ltd,Textiles
1612,41123,"The Cotton Corporation of India Ltd,Navi Mumbai",Textiles
1613,41124,"Carpet Export Promotion Council,New Delhi",Textiles
1614,42101,Ministry of Tourism,Tourism
1615,42102,"National Council for Hotel Management, Delhi",Tourism
1616,42103,"Instt. of Hotel Management, Delhi",Tourism
1617,42104,"Instt. of Hotel Management, Chennai",Tourism
1618,42105,"Instt. of Hotel Management, Hyderabad",Tourism
1619,42106,"Instt. of Hotel Management,Jaipur",Tourism
1620,42107,"Instt. of Hotel Management, Chandigarh",Tourism
1621,42108,"Instt. of Hotel Management, Trivendrum",Tourism
1622,42109,"Instt. of Hotel Management, Bangalore",Tourism
1623,42110,"Instt. of Hotel Management, Gwalior",Tourism
1624,42111,"Instt. of Hotel Management, Guwahati",Tourism
1625,42112,"Instt. of Hotel Management, Gurdaspur",Tourism
1626,42113,"Instt. of Hotel Management, Shimla",Tourism
1627,42114,"Instt. of Hotel Management, Ahmedabad",Tourism
1628,42115,"Instt. of Hotel Management, Shillong",Tourism
1629,42116,Indian Instt. of Tourism Gwalior,Tourism
1630,42117,"Food Craft Institute, Udaipur",Tourism
1631,42118,"Food Craft Institute,Faridabad",Tourism
1632,43101,Ministry of Tribal Affairs (R&M),Tribal Affairs
1633,43102,Ministry of Tribal Affairs (PC&V),Tribal Affairs
1634,43103,Ministry of Tribal Affairs (Education),Tribal Affairs
1635,43104,The Tribal Cooperative Marketing Development Federation of India (TRIFED),Tribal Affairs
1636,43105,National ST Finance & Development Corpn.,Tribal Affairs
1637,43106,National Commission For Scheduled Tribes,Tribal Affairs
1638,43107,National Education Society for Tribal Students(NESTS),Tribal Affairs
1639,44101,Ministry of Urban Development,Urban Development
1640,44102,Directorate of Estates,Urban Development
1641,44103,National Capital Region Planning Board,Urban Development
1642,44104,National Instt. of Urban Affairs,Urban Development
1643,44105,Central Public Works Department (CPWD),Urban Development
1644,44106,Department of Publications,Urban Development
1645,44107,Land & Development Office,Urban Development
1646,44108,Controller of Stationery,Urban Development
1647,44109,Govt. of India Press Coimbtore,Urban Development
1648,44110,"Govt. of India Press, Delhi",Urban Development
1649,44111,"Govt. of India Press,Trissur",Urban Development
1650,44112,"Govt. of India Press, Nilokheri, Haryana",Urban Development
1651,44113,"Govt. of India Press, Nasik",Urban Development
1652,44114,"Govt. of India Press, Aligarh",Urban Development
1653,44115,"Govt. of India Press, Shimla",Urban Development
1654,44116,Town And Country Planning Organisation,Urban Development
1655,44117,"Govt. of India Press, Faridabad",Urban Development
1656,44118,"Govt. of India Press, Kolkata",Urban Development
1657,44119,Hemisphere Properties India Limited (HPIL),Urban Development
1658,45101,Ministry of Water Resources,Water Resources
1659,45102,Central Water Commission,Water Resources
1660,45103,"Central Ground Water Board, Faridabad",Water Resources
1661,45104,Central Ground Water Authority,Water Resources
1662,45105,"Central Soil & Material Research Station, Delhi",Water Resources
1663,45106,"Central Water & Power Research Instt., Pune",Water Resources
1664,45107,"Farraka Barrage Project, Murshidabad",Water Resources
1665,45108,Brahmputra Board,Water Resources
1666,45109,Narmada Control Authority,Water Resources
1667,45110,Water & Power Consultancy Service Ltd.,Water Resources
1668,45111,"National Institute of Hydrology, Roorkee",Water Resources
1669,45112,Task Force on Interlinking of Rivers,Water Resources
1670,45113,"National Water Development Authority, Delhi",Water Resources
1671,45114,"National Water Development Authority, Lucknow",Water Resources
1672,45115,Krishna Water Disputes Tribunal,Water Resources
1673,45116,Central Water Commission Snow Hydrology Division,Water Resources
1674,45117,Upper Yamuna River Board,Water Resources
1675,45118,Ganga Flood Control Commission,Water Resources
1676,45119,Pancheshwar Development Authority,Water Resources
1677,45120,National Projects Construction Corporation Limited,Water Resources
1678,45121,River Development & Ganga Rejuvenation,Water Resources
1679,45122,National Water Informatics Centre,Water Resources
1680,45123,Krishna River Management Board,Water Resources
1681,45124,National River Conservation Directorate,Water Resources
1682,45125,National Mission For Clean Ganaga(NMCG),Water Resources
1683,46101,Ministry of Women and Child Development,Women and Child Development
1684,46102,CARA,Women and Child Development
1685,46103,Rashtriya Mahila Kosh,Women and Child Development
1686,46104,FNB Delhi,Women and Child Development
1687,46105,National Commission for Women,Women and Child Development
1688,46106,National Institute of Public Co-operation and Child Development,Women and Child Development
1689,46107,"Central Social Welfare Board, New Delhi",Women and Child Development
1690,46108,"National Commission for Protection of Child Rights, New Delhi",Women and Child Development
1691,46109,National Mission For Empowerment of Women,Women and Child Development
1692,46110,Beti Bachao Beti Padhao(BBBP),Women and Child Development
1693,46111,ISSNI,Women and Child Development
1694,46112,Pradhan Mantri Matru Vandan Yojana(PMMVY),Women and Child Development
1695,46113,Central Food Testing Laboratory(CFTL),Women and Child Development
1696,47101,Ministry of Youth Affairs & Sports,Youth Affairs & Sports
1697,47102,Nehru Yuva Kendra Sangathan,Youth Affairs & Sports
1698,47103,Sports Authority of India,Youth Affairs & Sports
1699,47104,National Commission for Youth,Youth Affairs & Sports
1700,47105,"COMMONWEALTH GAMES 2010, DELHI",Youth Affairs & Sports
1701,47106,Rajiv Gandhi National Institute of Youth Development,Youth Affairs & Sports
1702,47107,Department Of Youth Affairs,Youth Affairs & Sports
1703,47108,Department Of Sports,Youth Affairs & Sports
1704,47109,"12TH SOUTH ASIAN GAMES (SAG),GUWAHATI",Youth Affairs & Sports
1705,47110,National Sports Development Fund,Youth Affairs & Sports
1706,47111,Organizing Committee for BRICS Football Tournament,Youth Affairs & Sports
1707,47112,School Sports Promotion Foundation,Youth Affairs & Sports
1708,47113,National Dope Testing Laboratory(NDTL),Youth Affairs & Sports
1709,47114,Mission Directorate Sports Development,Youth Affairs & Sports
1710,47115,SAI LNCPE,Youth Affairs & Sports
1711,47116,National Sports University Society,Youth Affairs & Sports
1712,47117,"National Anti Doping Agency(NADA),New Delhi",Youth Affairs & Sports
1713,48101,"D/o. Atomic Energy, Mumbai",Atomic Energy (Independent Deptt.)
1714,48102,"Nuclear Fuel Complex, Hyderabad",Atomic Energy (Independent Deptt.)
1715,48103,"Bhaba Atomic Research Centre, Mumbai",Atomic Energy (Independent Deptt.)
1716,48104,"BARC facility, Kalpakkam",Atomic Energy (Independent Deptt.)
1717,48105,"BARC-General Service Organisation, Tarapur",Atomic Energy (Independent Deptt.)
1718,48106,"Raja Ramanna Centre for Advance Technology, Indore",Atomic Energy (Independent Deptt.)
1719,48107,"Dte. of Purchase & Stores, Mumbai",Atomic Energy (Independent Deptt.)
1720,48108,"Dte. of Purchase & Stores, Secundrabad",Atomic Energy (Independent Deptt.)
1721,48109,"Dte. of Purchase & Stores, Chennai",Atomic Energy (Independent Deptt.)
1722,48110,"Atomic Minerals Dte., Hyderabad",Atomic Energy (Independent Deptt.)
1723,48111,"Dte. of Construction Services & Estate Management, Mumbai",Atomic Energy (Independent Deptt.)
1724,48112,"Heavy Water Board, Mumbai",Atomic Energy (Independent Deptt.)
1725,48113,"Heavy Water Plant, Baroda",Atomic Energy (Independent Deptt.)
1726,48114,"Heavy Water Plant, Kota",Atomic Energy (Independent Deptt.)
1727,48115,"Heavy Water Plant, Manuguru",Atomic Energy (Independent Deptt.)
1728,48116,"Heavy Water Plant, Talcher",Atomic Energy (Independent Deptt.)
1729,48117,"Heavy Water Plant, Tuticorin",Atomic Energy (Independent Deptt.)
1730,48118,"Variable Energy Cyclotron, Kolkota",Atomic Energy (Independent Deptt.)
1731,48119,"Indira Gandhi Centre for Atomic Research, Kalpakkam",Atomic Energy (Independent Deptt.)
1732,48120,"Atomic Energy Education Society, Mumbai",Atomic Energy (Independent Deptt.)
1733,48121,Atomic Energy Regulatory Board,Atomic Energy (Independent Deptt.)
1734,48122,"Indian Instt. of Physics, Bhubaneswar",Atomic Energy (Independent Deptt.)
1735,48123,"Harish-Chandra Research Institute, Allahabad",Atomic Energy (Independent Deptt.)
1736,48124,"Tata Intt. of Fundamental Research, Mumbai",Atomic Energy (Independent Deptt.)
1737,48125,"Intt. of Mathematical Sciences,Chennai",Atomic Energy (Independent Deptt.)
1738,48126,"Directorate of Purchase and Stores, Indore",Atomic Energy (Independent Deptt.)
1739,48127,"Directorate of Purchase and Stores, Hyderabad",Atomic Energy (Independent Deptt.)
1740,48128,"Directorate of Purchase and Stores, Kalpakkam",Atomic Energy (Independent Deptt.)
1741,48129,"Indian Rare Earths Ltd., Mumbai",Atomic Energy (Independent Deptt.)
1742,48130,"BARC, General Service Organisation, Kalpakkam",Atomic Energy (Independent Deptt.)
1743,48131,Board of Radiation and Isotope Technology(BRIT) Mumbai,Atomic Energy (Independent Deptt.)
1744,48132,Nuclear Power Corporation of India Limited(NPCIL),Atomic Energy (Independent Deptt.)
1745,48133,Homi Bhabha National Institute-Mumbai,Atomic Energy (Independent Deptt.)
1746,48134,Uranium Corporation of India Limited(UCIL) Jharkhand,Atomic Energy (Independent Deptt.)
1747,48135,Saha Institute of Nuclear Physics,Atomic Energy (Independent Deptt.)
1748,48136,Institute of Plasma Research,Atomic Energy (Independent Deptt.)
1749,48137,Mahi Banswara Rajasthan Atomic Power Project (MBRAPP),Atomic Energy (Independent Deptt.)
1750,49101,Deptt. of Space,Space
1751,49102,"ISRO Satellite Centre,Bangalore.",Space
1752,49103,"ISRO, Telemetry, Cracking and Command Network (ISTRAC), Bangalore",Space
1753,49104,"ISRO, Radar Development Cell (ISRAD), Bangalore",Space
1754,49105,"Liquid Propulsion Systems Centre (LPSE), Bangalore",Space
1755,49106,"Liquid Propulsion Systems Centre (LPSE), Tiruananthapuram",Space
1756,49107,"Space Application Centre (SAC), Ahmedabad",Space
1757,49108,"Space Application Centre, Delhi Earth Station, New Delhi",Space
1758,49109,"Satish Dhawan, Space Centre (SDSC), Sriharikota",Space
1759,49110,"Master Control Facility, Hassan(Karnataka)",Space
1760,49111,"Master Control Facility,Bhopal",Space
1761,49112,"National Remote Sensing Agency (NRSA), Hyderabad.",Space
1762,49113,"Vikram Sarabhai Space Centre (VSSC) Tiruananthapuram, Kerala",Space
1763,49114,"Advanced Data Processing Research Institute (ADRIN),  Secunderabad",Space
1764,49115,"LEOS , Bangalore",Space
1765,49116,"Indian Intt. of Remote Sensing, Dehradun",Space
1766,49117,"National MST Radar Facility, Tirupati",Space
1767,49118,"Antrix Corporation Ltd,Bangalore",Space
1768,49119,ISRO Propulsion Complex(IPRC),Space
1769,50101,Central Information Commission,Central Information Commission
1770,51101,Comptroller General of India,Comptroller General of India
1771,52101,Election Commission of India,Election Commission of India
1772,53101,National Human Rights Commission,National Human Rights Commission
1773,54101,Niti Ayog(NP),Niti Ayog
1774,54102,Niti Ayog,Niti Ayog
1775,54103,"Unique Identification Authority Of India,UIDAI (Paying)",UIDAI
1776,54104,"UIDAI,Regional Office, Banglore",UIDAI
1777,54105,"Unique Identification Authority Of India (Regional Office),Delhi",UIDAI
1778,54106,"UIDAI,Regional Office, Ranchi",UIDAI
1779,54107,"UIDAI,Regional Office, Hyderabad",UIDAI
1780,54108,"UIDAI, REGIONAL OFFICE MUMBAI",UIDAI
1781,54109,"UIDAI, REgional Office, Chandigarh",UIDAI
1782,54110,"UIDAI,Regional Office, Lucknow",UIDAI
1783,54111,"UIDAI,Regional Office, Guwahati",UIDAI
1784,54112,Atal Innovation Mission,Niti Ayog
1785,55101,U.P.S.C (Exam.),U.P.S.C
1786,55102,U.P.S.C (Rectt.),U.P.S.C
1787,55103,U.P.S.C. (General),U.P.S.C
1788,55104,UPSC (NP),U.P.S.C
1789,56101,President Sectt. (NP),President Sectt.
1790,56102,Presidents Bodyguard,President Sectt.
1791,57101,Prime Minister's Office (NP),Prime Minister's Office
1792,57102,Prime Minister's Office (PY),Prime Minister's Office
1793,57103,Economic Advisory Council to the Prime Minister,Prime Minister's Office
1794,58101,Cabinet Sectt. (NP),Cabinet Sectt.
1795,59101,Central Vigilance Commission (NP),Central Vigilance Commission
1796,59102,"Central Vigilance Commission, New Delhi",Central Vigilance Commission
1797,61101,"Andaman & Nicobar Administration(Directorate of Sports,Arts & Culture)","Andaman & Nicobar Administration(Directorate of Sports,Arts & Culture)"
1798,62101,Reserve Bank of India (RBI),Reserve Bank of India (RBI)
1799,62102,"National Housing Bank,New Delhi",Reserve Bank of India (RBI)
1800,62103,National Payments Corporation of India,Reserve Bank of India (RBI)
1801,63101,Skill Developement And Entreneurship,Skill Developement And Entreneurship
1802,63102,National Skill Development Agency,Skill Developement And Entreneurship
1803,63103,Instrumentation Automation Surveillance & Communication Sector Skill Council,Skill Developement And Entreneurship
1804,63104,"Advanced Training Institute Sion,Mumbai",Skill Developement And Entreneurship
1805,63105,"National Skill Trainer Institute,Goa",Skill Developement And Entreneurship
1806,63106,"National Skill Trainer Institute for Women,Vadodara",Skill Developement And Entreneurship
1807,63107,"National Skill Trainer Institute for Women,Mumbai",Skill Developement And Entreneurship
1808,63108,"National Skill Trainer Institute for Women,Noida",Skill Developement And Entreneurship
1809,63109,"National Skill Trainer Institute for Women,Patna",Skill Developement And Entreneurship
1810,63110,"National Skill Training Institute(Women),Panipat",Skill Developement And Entreneurship
